,year,category,total_hiv_diag_N,total_hiv_diag_per,without_aids_N,without_aids_per,concurrent_aids_N,concurrent_aids_per,aids_N,plwha_N,death_N,borough,sex,sex_cat,race_cat,borough_cat,age_cat,risk_cat
1449,2016,Heterosexual contact,44,59.5,32,58.2,12,63.2,29,2793,20,Queens,Female,All,All,All,All,Heterosexual contact
1450,2016,Transgender people with sexual contact,11,14.9,11,20,0,0,5,212,0,Queens,Female,All,All,All,All,Transgender people with sexual contact
1451,2016,Perinatal,1,1.4,1,1.8,0,0,1,184,1,Queens,Female,All,All,All,All,Perinatal
1452,2016,Other risk,0,0,0,0,0,0,0,18,0,Queens,Female,All,All,All,All,Other risk
1453,2016,Unknown risk,16,21.6,10,18.2,6,31.6,12,1062,9,Queens,Female,All,All,All,All,Unknown risk
1454,2016,TOTAL,56,100,46,82.1,10,17.9,26,1545,35,Staten Island,Male,All,All,All,All,All
1455,2016,Black,23,41.1,18,39.1,5,50,15,554,15,Staten Island,Male,All,Black,All,All,All
1456,2016,Latino/Hispanic,15,26.8,13,28.3,2,20,6,440,10,Staten Island,Male,All,Latino/Hispanic,All,All,All
1457,2016,White,15,26.8,12,26.1,3,30,5,515,9,Staten Island,Male,All,White,All,All,All
1458,2016,Asian/Pacific Islander,1,1.8,1,2.2,0,0,0,22,0,Staten Island,Male,All,Asian/Pacific Islander,All,All,All
1459,2016,Unknown race,2,3.6,2,4.3,0,0,0,14,1,Staten Island,Male,All,Unknown race,All,All,All
1460,2016,0-12,0,0,0,0,0,0,0,1,0,Staten Island,Male,All,All,All,0-12,All
1461,2016,13-19,2,3.6,2,4.3,0,0,0,4,0,Staten Island,Male,All,All,All,13-19,All
1462,2016,20-29,21,37.5,19,41.3,2,20,7,130,3,Staten Island,Male,All,All,All,20-29,All
1463,2016,30-39,13,23.2,13,28.3,0,0,2,211,1,Staten Island,Male,All,All,All,30-39,All
1464,2016,40-49,9,16.1,6,13,3,30,4,303,4,Staten Island,Male,All,All,All,40-49,All
1465,2016,50-59,5,8.9,2,4.3,3,30,10,552,10,Staten Island,Male,All,All,All,50-59,All
1466,2016,60+,6,10.7,4,8.7,2,20,3,344,17,Staten Island,Male,All,All,All,60+,All
1467,2016,Male who have sex with men (MSM),39,69.6,35,76.1,4,40,13,675,8,Staten Island,Male,All,All,All,All,Male who have sex with men (MSM)
1468,2016,Injection drug use history (IDU),1,1.8,0,0,1,10,2,257,14,Staten Island,Male,All,All,All,All,Injection drug use history (IDU)
1469,2016,MSM-IDU,2,3.6,2,4.3,0,0,0,66,1,Staten Island,Male,All,All,All,All,MSM-IDU
1470,2016,Heterosexual contact,3,5.4,1,2.2,2,20,4,143,3,Staten Island,Male,All,All,All,All,Heterosexual contact
1471,2016,Transgender people with sexual contact,0,0,0,0,0,0,0,0,0,Staten Island,Male,All,All,All,All,Transgender people with sexual contact
1472,2016,Perinatal,0,0,0,0,0,0,0,34,0,Staten Island,Male,All,All,All,All,Perinatal
1473,2016,Other risk,0,0,0,0,0,0,0,0,0,Staten Island,Male,All,All,All,All,Other risk
1474,2016,Unknown risk,11,19.6,8,17.4,3,30,7,370,9,Staten Island,Male,All,All,All,All,Unknown risk
1475,2016,TOTAL,21,100,15,71.4,6,28.6,10,834,15,Staten Island,Female,All,All,All,All,All
1476,2016,Black,13,61.9,10,66.7,3,50,6,399,7,Staten Island,Female,All,Black,All,All,All
1477,2016,Latino/Hispanic,4,19,1,6.7,3,50,4,239,7,Staten Island,Female,All,Latino/Hispanic,All,All,All
1478,2016,White,4,19,4,26.7,0,0,0,184,1,Staten Island,Female,All,White,All,All,All
1479,2016,Asian/Pacific Islander,0,0,0,0,0,0,0,5,0,Staten Island,Female,All,Asian/Pacific Islander,All,All,All
1480,2016,Unknown race,0,0,0,0,0,0,0,7,0,Staten Island,Female,All,Unknown race,All,All,All
1481,2016,0-12,0,0,0,0,0,0,0,3,0,Staten Island,Female,All,All,All,0-12,All
1482,2016,13-19,0,0,0,0,0,0,0,10,0,Staten Island,Female,All,All,All,13-19,All
1483,2016,20-29,3,14.3,3,20,0,0,1,40,0,Staten Island,Female,All,All,All,20-29,All
1484,2016,30-39,6,28.6,4,26.7,2,33.3,2,113,0,Staten Island,Female,All,All,All,30-39,All
1485,2016,40-49,7,33.3,5,33.3,2,33.3,3,195,2,Staten Island,Female,All,All,All,40-49,All
1486,2016,50-59,4,19,3,20,1,16.7,3,315,9,Staten Island,Female,All,All,All,50-59,All
1487,2016,60+,1,4.8,0,0,1,16.7,1,158,4,Staten Island,Female,All,All,All,60+,All
1488,2016,Injection drug use history (IDU),0,0,0,0,0,0,0,131,11,Staten Island,Female,All,All,All,All,Injection drug use history (IDU)
1489,2016,Heterosexual contact,17,81,12,80,5,83.3,7,465,3,Staten Island,Female,All,All,All,All,Heterosexual contact
1490,2016,Transgender people with sexual contact,0,0,0,0,0,0,0,25,0,Staten Island,Female,All,All,All,All,Transgender people with sexual contact
1491,2016,Perinatal,0,0,0,0,0,0,0,34,0,Staten Island,Female,All,All,All,All,Perinatal
1492,2016,Other risk,0,0,0,0,0,0,0,4,0,Staten Island,Female,All,All,All,All,Other risk
1493,2016,Unknown risk,4,19,3,20,1,16.7,3,175,1,Staten Island,Female,All,All,All,All,Unknown risk
1494,2017,TOTAL,2092,100,1734,82.9,358,17.1,1306,126742,1759,All,All,All,All,All,All,All
1495,2017,Male,1655,79.1,1379,79.5,276,77.1,945,91502,"1,246",All,All,Male,All,All,All,All
1496,2017,Female,377,18,301,17.4,76,21.2,329,33381,491,All,All,Female,All,All,All,All
1497,2017,Transgender,60,2.9,54,3.1,6,1.7,32,1859,22,All,All,Transgender,All,All,All,All
1498,2017,Black,879,42,714,41.2,165,46.1,636,55169,904,All,All,All,Black,All,All,All
1499,2017,Latino/Hispanic,763,36.5,646,37.3,117,32.7,415,41640,548,All,All,All,Latino/Hispanic,All,All,All
1500,2017,White,301,14.4,259,14.9,42,11.7,179,26042,274,All,All,All,White,All,All,All
1501,2017,Asian/Pacific Islander,123,5.9,96,5.5,27,7.5,63,2909,21,All,All,All,Asian/Pacific Islander,All,All,All
1502,2017,Native American,9,0.4,6,0.3,3,0.8,5,302,8,All,All,All,Native American,All,All,All
1503,2017,Multiracial,17,0.8,13,0.7,4,1.1,8,352,4,All,All,All,Multiracial,All,All,All
1504,2017,Unknown race,0,0,0,0,0,0,0,328,0,All,All,All,Unknown race,All,All,All
1505,2017,0-12,4,0.2,3,0.2,1,0.3,1,91,0,All,All,All,All,All,0-12,All
1506,2017,13-19,78,3.7,74,4.3,4,1.1,18,469,0,All,All,All,All,All,13-19,All
1507,2017,20-29,787,37.6,716,41.3,71,19.8,228,9739,41,All,All,All,All,All,20-29,All
1508,2017,30-39,577,27.6,469,27,108,30.2,345,19458,121,All,All,All,All,All,30-39,All
1509,2017,40-49,296,14.1,230,13.3,66,18.4,246,26144,229,All,All,All,All,All,40-49,All
1510,2017,50-59,225,10.8,148,8.5,77,21.5,298,40904,579,All,All,All,All,All,50-59,All
1511,2017,60+,125,6,94,5.4,31,8.7,170,29937,789,All,All,All,All,All,60+,All
1512,2017,Bronx,453,21.7,378,21.8,75,20.9,320,30250,440,All,All,All,All,Bronx,All,All
1513,2017,Brooklyn,617,29.5,494,28.5,123,34.4,356,30052,404,All,All,All,All,Brooklyn,All,All
1514,2017,Manhattan,386,18.5,326,18.8,60,16.8,217,32487,299,All,All,All,All,Manhattan,All,All
1515,2017,Queens,393,18.8,322,18.6,71,19.8,176,18399,147,All,All,All,All,Queens,All,All
1516,2017,Staten Island,40,1.9,31,1.8,9,2.5,29,2440,41,All,All,All,All,Staten Island,All,All
1517,2017,Outside NYC,161,7.7,141,8.1,20,5.6,175,12266,72,All,All,All,All,Outside NYC,All,All
1518,2017,Unknown borough,42,2,42,2.4,0,0,33,848,356,All,All,All,All,Unknown borough,All,All
1519,2017,Male who have sex with men (MSM),1226,58.6,1051,60.6,175,48.9,534,52211,422,All,All,All,All,All,All,Male who have sex with men (MSM)
1520,2017,Injection drug use history (IDU),32,1.5,26,1.5,6,1.7,83,15250,448,All,All,All,All,All,All,Injection drug use history (IDU)
1521,2017,MSM-IDU,23,1.1,23,1.3,0,0,31,3163,68,All,All,All,All,All,All,MSM-IDU
1522,2017,Heterosexual contact,371,17.7,299,17.2,72,20.1,276,24838,345,All,All,All,All,All,All,Heterosexual contact
1523,2017,Transgender people with sexual contact,54,2.6,48,2.8,6,1.7,29,1583,13,All,All,All,All,All,All,Transgender people with sexual contact
1524,2017,Perinatal,3,0.1,3,0.2,0,0,24,2549,22,All,All,All,All,All,All,Perinatal
1525,2017,Other risk,2,0.1,1,0.1,1,0.3,1,193,4,All,All,All,All,All,All,Other risk
1526,2017,Unknown risk,381,18.2,283,16.3,98,27.4,328,26955,437,All,All,All,All,All,All,Unknown risk
1527,2017,TOTAL,323,100,270,83.6,53,16.4,220,18759,300,Bronx,Male,All,All,All,All,All
1528,2017,Black,128,39.6,105,38.9,23,43.4,110,8454,143,Bronx,Male,All,Black,All,All,All
1529,2017,Latino/Hispanic,176,54.5,149,55.2,27,50.9,97,8982,142,Bronx,Male,All,Latino/Hispanic,All,All,All
1530,2017,White,16,5,13,4.8,3,5.7,8,1065,12,Bronx,Male,All,White,All,All,All
1531,2017,Asian/Pacific Islander,2,0.6,2,0.7,0,0,3,155,1,Bronx,Male,All,Asian/Pacific Islander,All,All,All
1532,2017,Native American,0,0,0,0,0,0,1,44,1,Bronx,Male,All,Native American,All,All,All
1533,2017,Multiracial,1,0.3,1,0.4,0,0,1,36,1,Bronx,Male,All,Multiracial,All,All,All
1534,2017,Unknown race,0,0,0,0,0,0,0,23,0,Bronx,Male,All,Unknown race,All,All,All
1535,2017,0-12,0,0,0,0,0,0,0,15,0,Bronx,Male,All,All,All,0-12,All
1536,2017,13-19,19,5.9,19,7,0,0,3,82,0,Bronx,Male,All,All,All,13-19,All
1537,2017,20-29,128,39.6,116,43,12,22.6,45,1768,9,Bronx,Male,All,All,All,20-29,All
1538,2017,30-39,85,26.3,71,26.3,14,26.4,42,3098,15,Bronx,Male,All,All,All,30-39,All
1539,2017,40-49,47,14.6,36,13.3,11,20.8,41,3497,38,Bronx,Male,All,All,All,40-49,All
1540,2017,50-59,28,8.7,17,6.3,11,20.8,53,5976,101,Bronx,Male,All,All,All,50-59,All
1541,2017,60+,16,5,11,4.1,5,9.4,36,4323,137,Bronx,Male,All,All,All,60+,All
1542,2017,Male who have sex with men (MSM),207,64.1,183,67.8,24,45.3,83,7706,60,Bronx,Male,All,All,All,All,Male who have sex with men (MSM)
1543,2017,Injection drug use history (IDU),5,1.5,4,1.5,1,1.9,21,3193,106,Bronx,Male,All,All,All,All,Injection drug use history (IDU)
1544,2017,MSM-IDU,6,1.9,6,2.2,0,0,13,841,19,Bronx,Male,All,All,All,All,MSM-IDU
1545,2017,Heterosexual contact,29,9,22,8.1,7,13.2,24,1764,23,Bronx,Male,All,All,All,All,Heterosexual contact
1546,2017,Transgender people with sexual contact,0,0,0,0,0,0,0,10,0,Bronx,Male,All,All,All,All,Transgender people with sexual contact
1547,2017,Perinatal,0,0,0,0,0,0,6,419,6,Bronx,Male,All,All,All,All,Perinatal
1548,2017,Other risk,1,0.3,1,0.4,0,0,0,16,1,Bronx,Male,All,All,All,All,Other risk
1549,2017,Unknown risk,75,23.2,54,20,21,39.6,73,4810,85,Bronx,Male,All,All,All,All,Unknown risk
1550,2017,TOTAL,130,100,108,83.1,22,16.9,100,11491,140,Bronx,Female,All,All,All,All,All
1551,2017,Black,86,66.2,68,63,18,81.8,63,5929,69,Bronx,Female,All,Black,All,All,All
1552,2017,Latino/Hispanic,42,32.3,38,35.2,4,18.2,35,5099,64,Bronx,Female,All,Latino/Hispanic,All,All,All
1553,2017,White,2,1.5,2,1.9,0,0,1,359,6,Bronx,Female,All,White,All,All,All
1554,2017,Asian/Pacific Islander,0,0,0,0,0,0,0,49,0,Bronx,Female,All,Asian/Pacific Islander,All,All,All
1555,2017,Native American,0,0,0,0,0,0,0,23,1,Bronx,Female,All,Native American,All,All,All
1556,2017,Multiracial,0,0,0,0,0,0,1,16,0,Bronx,Female,All,Multiracial,All,All,All
1557,2017,Unknown race,0,0,0,0,0,0,0,16,0,Bronx,Female,All,Unknown race,All,All,All
1558,2017,0-12,0,0,0,0,0,0,0,14,0,Bronx,Female,All,All,All,0-12,All
1559,2017,13-19,7,5.4,7,6.5,0,0,0,58,0,Bronx,Female,All,All,All,13-19,All
1560,2017,20-29,28,21.5,27,25,1,4.5,11,802,1,Bronx,Female,All,All,All,20-29,All
1561,2017,30-39,34,26.2,27,25,7,31.8,25,1539,11,Bronx,Female,All,All,All,30-39,All
1562,2017,40-49,24,18.5,19,17.6,5,22.7,18,2620,21,Bronx,Female,All,All,All,40-49,All
1563,2017,50-59,29,22.3,21,19.4,8,36.4,31,3997,58,Bronx,Female,All,All,All,50-59,All
1564,2017,60+,8,6.2,7,6.5,1,4.5,15,2461,49,Bronx,Female,All,All,All,60+,All
1565,2017,Injection drug use history (IDU),4,3.1,4,3.7,0,0,13,1932,56,Bronx,Female,All,All,All,All,Injection drug use history (IDU)
1566,2017,Heterosexual contact,103,79.2,83,76.9,20,90.9,58,6111,56,Bronx,Female,All,All,All,All,Heterosexual contact
1567,2017,Transgender people with sexual contact,11,8.5,10,9.3,1,4.5,12,506,4,Bronx,Female,All,All,All,All,Transgender people with sexual contact
1568,2017,Perinatal,0,0,0,0,0,0,2,425,1,Bronx,Female,All,All,All,All,Perinatal
1569,2017,Other risk,0,0,0,0,0,0,0,18,0,Bronx,Female,All,All,All,All,Other risk
1570,2017,Unknown risk,12,9.2,11,10.2,1,4.5,15,2499,23,Bronx,Female,All,All,All,All,Unknown risk
1571,2017,TOTAL,475,100,385,81.1,90,18.9,246,19893,265,Brooklyn,Male,All,All,All,All,All
1572,2017,Black,239,50.3,186,48.3,53,58.9,130,11074,165,Brooklyn,Male,All,Black,All,All,All
1573,2017,Latino/Hispanic,128,26.9,105,27.3,23,25.6,65,4903,74,Brooklyn,Male,All,Latino/Hispanic,All,All,All
1574,2017,White,80,16.8,72,18.7,8,8.9,40,3370,22,Brooklyn,Male,All,White,All,All,All
1575,2017,Asian/Pacific Islander,20,4.2,16,4.2,4,4.4,9,418,4,Brooklyn,Male,All,Asian/Pacific Islander,All,All,All
1576,2017,Native American,2,0.4,1,0.3,1,1.1,1,46,0,Brooklyn,Male,All,Native American,All,All,All
1577,2017,Multiracial,6,1.3,5,1.3,1,1.1,1,58,0,Brooklyn,Male,All,Multiracial,All,All,All
1578,2017,Unknown race,0,0,0,0,0,0,0,24,0,Brooklyn,Male,All,Unknown race,All,All,All
1579,2017,0-12,0,0,0,0,0,0,0,14,0,Brooklyn,Male,All,All,All,0-12,All
1580,2017,13-19,20,4.2,17,4.4,3,3.3,7,76,0,Brooklyn,Male,All,All,All,13-19,All
1581,2017,20-29,203,42.7,181,47,22,24.4,50,1971,7,Brooklyn,Male,All,All,All,20-29,All
1582,2017,30-39,129,27.2,100,26,29,32.2,79,3600,27,Brooklyn,Male,All,All,All,30-39,All
1583,2017,40-49,60,12.6,43,11.2,17,18.9,48,4025,31,Brooklyn,Male,All,All,All,40-49,All
1584,2017,50-59,43,9.1,30,7.8,13,14.4,41,5717,70,Brooklyn,Male,All,All,All,50-59,All
1585,2017,60+,20,4.2,14,3.6,6,6.7,21,4490,130,Brooklyn,Male,All,All,All,60+,All
1586,2017,Male who have sex with men (MSM),340,71.6,284,73.8,56,62.2,137,10348,79,Brooklyn,Male,All,All,All,All,Male who have sex with men (MSM)
1587,2017,Injection drug use history (IDU),10,2.1,8,2.1,2,2.2,19,2273,66,Brooklyn,Male,All,All,All,All,Injection drug use history (IDU)
1588,2017,MSM-IDU,6,1.3,6,1.6,0,0,4,615,9,Brooklyn,Male,All,All,All,All,MSM-IDU
1589,2017,Heterosexual contact,23,4.8,16,4.2,7,7.8,14,1607,32,Brooklyn,Male,All,All,All,All,Heterosexual contact
1590,2017,Transgender people with sexual contact,0,0,0,0,0,0,0,2,0,Brooklyn,Male,All,All,All,All,Transgender people with sexual contact
1591,2017,Perinatal,0,0,0,0,0,0,4,328,1,Brooklyn,Male,All,All,All,All,Perinatal
1592,2017,Other risk,0,0,0,0,0,0,0,21,0,Brooklyn,Male,All,All,All,All,Other risk
1593,2017,Unknown risk,96,20.2,71,18.4,25,27.8,68,4699,78,Brooklyn,Male,All,All,All,All,Unknown risk
1594,2017,TOTAL,142,100,109,76.8,33,23.2,110,10159,139,Brooklyn,Female,All,All,All,All,All
1595,2017,Black,94,66.2,72,66.1,22,66.7,74,7061,94,Brooklyn,Female,All,Black,All,All,All
1596,2017,Latino/Hispanic,28,19.7,23,21.1,5,15.2,26,2342,36,Brooklyn,Female,All,Latino/Hispanic,All,All,All
1597,2017,White,15,10.6,10,9.2,5,15.2,8,570,5,Brooklyn,Female,All,White,All,All,All
1598,2017,Asian/Pacific Islander,3,2.1,3,2.8,0,0,1,116,1,Brooklyn,Female,All,Asian/Pacific Islander,All,All,All
1599,2017,Native American,1,0.7,0,0,1,3,1,29,3,Brooklyn,Female,All,Native American,All,All,All
1600,2017,Multiracial,1,0.7,1,0.9,0,0,0,20,0,Brooklyn,Female,All,Multiracial,All,All,All
1601,2017,Unknown race,0,0,0,0,0,0,0,21,0,Brooklyn,Female,All,Unknown race,All,All,All
1602,2017,0-12,1,0.7,0,0,1,3,1,11,0,Brooklyn,Female,All,All,All,0-12,All
1603,2017,13-19,7,4.9,6,5.5,1,3,5,61,0,Brooklyn,Female,All,All,All,13-19,All
1604,2017,20-29,22,15.5,18,16.5,4,12.1,12,645,1,Brooklyn,Female,All,All,All,20-29,All
1605,2017,30-39,35,24.6,28,25.7,7,21.2,26,1320,11,Brooklyn,Female,All,All,All,30-39,All
1606,2017,40-49,28,19.7,21,19.3,7,21.2,18,2239,19,Brooklyn,Female,All,All,All,40-49,All
1607,2017,50-59,22,15.5,14,12.8,8,24.2,29,3363,43,Brooklyn,Female,All,All,All,50-59,All
1608,2017,60+,27,19,22,20.2,5,15.2,19,2520,65,Brooklyn,Female,All,All,All,60+,All
1609,2017,Injection drug use history (IDU),3,2.1,3,2.8,0,0,6,1387,33,Brooklyn,Female,All,All,All,All,Injection drug use history (IDU)
1610,2017,Heterosexual contact,91,64.1,77,70.6,14,42.4,58,5580,64,Brooklyn,Female,All,All,All,All,Heterosexual contact
1611,2017,Transgender people with sexual contact,11,7.7,8,7.3,3,9.1,5,364,3,Brooklyn,Female,All,All,All,All,Transgender people with sexual contact
1612,2017,Perinatal,0,0,0,0,0,0,4,355,3,Brooklyn,Female,All,All,All,All,Perinatal
1613,2017,Other risk,1,0.7,0,0,1,3,1,25,1,Brooklyn,Female,All,All,All,All,Other risk
1614,2017,Unknown risk,36,25.4,21,19.3,15,45.5,36,2448,35,Brooklyn,Female,All,All,All,All,Unknown risk
1615,2017,TOTAL,335,100,285,85.1,50,14.9,173,27245,230,Manhattan,Male,All,All,All,All,All
1616,2017,Black,95,28.4,80,28.1,15,30,61,7120,78,Manhattan,Male,All,Black,All,All,All
1617,2017,Latino/Hispanic,113,33.7,94,33,19,38,53,7623,68,Manhattan,Male,All,Latino/Hispanic,All,All,All
1618,2017,White,101,30.1,87,30.5,14,28,52,11474,79,Manhattan,Male,All,White,All,All,All
1619,2017,Asian/Pacific Islander,19,5.7,18,6.3,1,2,6,742,3,Manhattan,Male,All,Asian/Pacific Islander,All,All,All
1620,2017,Native American,3,0.9,2,0.7,1,2,1,57,1,Manhattan,Male,All,Native American,All,All,All
1621,2017,Multiracial,4,1.2,4,1.4,0,0,0,81,1,Manhattan,Male,All,Multiracial,All,All,All
1622,2017,Unknown race,0,0,0,0,0,0,0,148,0,Manhattan,Male,All,Unknown race,All,All,All
1623,2017,0-12,1,0.3,1,0.4,0,0,0,7,0,Manhattan,Male,All,All,All,0-12,All
1624,2017,13-19,6,1.8,6,2.1,0,0,0,33,0,Manhattan,Male,All,All,All,13-19,All
1625,2017,20-29,123,36.7,114,40,9,18,16,1500,2,Manhattan,Male,All,All,All,20-29,All
1626,2017,30-39,111,33.1,99,34.7,12,24,47,4201,12,Manhattan,Male,All,All,All,30-39,All
1627,2017,40-49,47,14,38,13.3,9,18,38,5596,29,Manhattan,Male,All,All,All,40-49,All
1628,2017,50-59,28,8.4,16,5.6,12,24,40,8899,68,Manhattan,Male,All,All,All,50-59,All
1629,2017,60+,19,5.7,11,3.9,8,16,32,7009,119,Manhattan,Male,All,All,All,60+,All
1630,2017,Male who have sex with men (MSM),273,81.5,240,84.2,33,66,111,18897,114,Manhattan,Male,All,All,All,All,Male who have sex with men (MSM)
1631,2017,Injection drug use history (IDU),2,0.6,1,0.4,1,2,5,2085,30,Manhattan,Male,All,All,All,All,Injection drug use history (IDU)
1632,2017,MSM-IDU,2,0.6,2,0.7,0,0,8,929,14,Manhattan,Male,All,All,All,All,MSM-IDU
1633,2017,Heterosexual contact,8,2.4,6,2.1,2,4,9,940,18,Manhattan,Male,All,All,All,All,Heterosexual contact
1634,2017,Transgender people with sexual contact,0,0,0,0,0,0,0,1,0,Manhattan,Male,All,All,All,All,Transgender people with sexual contact
1635,2017,Perinatal,1,0.3,1,0.4,0,0,1,186,0,Manhattan,Male,All,All,All,All,Perinatal
1636,2017,Other risk,0,0,0,0,0,0,0,16,1,Manhattan,Male,All,All,All,All,Other risk
1637,2017,Unknown risk,49,14.6,35,12.3,14,28,39,4191,53,Manhattan,Male,All,All,All,All,Unknown risk
1638,2017,TOTAL,51,100,41,80.4,10,19.6,44,5242,69,Manhattan,Female,All,All,All,All,All
1639,2017,Black,21,41.2,15,36.6,6,60,29,2851,47,Manhattan,Female,All,Black,All,All,All
1640,2017,Latino/Hispanic,19,37.3,16,39,3,30,12,1768,21,Manhattan,Female,All,Latino/Hispanic,All,All,All
1641,2017,White,7,13.7,6,14.6,1,10,3,518,0,Manhattan,Female,All,White,All,All,All
1642,2017,Asian/Pacific Islander,3,5.9,3,7.3,0,0,0,66,1,Manhattan,Female,All,Asian/Pacific Islander,All,All,All
1643,2017,Native American,0,0,0,0,0,0,0,9,0,Manhattan,Female,All,Native American,All,All,All
1644,2017,Multiracial,1,2,1,2.4,0,0,0,11,0,Manhattan,Female,All,Multiracial,All,All,All
1645,2017,Unknown race,0,0,0,0,0,0,0,19,0,Manhattan,Female,All,Unknown race,All,All,All
1646,2017,0-12,0,0,0,0,0,0,0,6,0,Manhattan,Female,All,All,All,0-12,All
1647,2017,13-19,1,2,1,2.4,0,0,0,23,0,Manhattan,Female,All,All,All,13-19,All
1648,2017,20-29,13,25.5,13,31.7,0,0,6,333,1,Manhattan,Female,All,All,All,20-29,All
1649,2017,30-39,15,29.4,13,31.7,2,20,10,571,4,Manhattan,Female,All,All,All,30-39,All
1650,2017,40-49,11,21.6,7,17.1,4,40,12,1049,8,Manhattan,Female,All,All,All,40-49,All
1651,2017,50-59,6,11.8,4,9.8,2,20,10,1825,31,Manhattan,Female,All,All,All,50-59,All
1652,2017,60+,5,9.8,3,7.3,2,20,6,1435,25,Manhattan,Female,All,All,All,60+,All
1653,2017,Injection drug use history (IDU),3,5.9,3,7.3,0,0,2,1006,13,Manhattan,Female,All,All,All,All,Injection drug use history (IDU)
1654,2017,Heterosexual contact,24,47.1,17,41.5,7,70,23,2443,37,Manhattan,Female,All,All,All,All,Heterosexual contact
1655,2017,Transgender people with sexual contact,17,33.3,16,39,1,10,6,304,2,Manhattan,Female,All,All,All,All,Transgender people with sexual contact
1656,2017,Perinatal,0,0,0,0,0,0,2,182,2,Manhattan,Female,All,All,All,All,Perinatal
1657,2017,Other risk,0,0,0,0,0,0,0,14,0,Manhattan,Female,All,All,All,All,Other risk
1658,2017,Unknown risk,7,13.7,5,12.2,2,20,11,1293,15,Manhattan,Female,All,All,All,All,Unknown risk
1659,2017,TOTAL,322,100,262,81.4,60,18.6,142,13495,107,Queens,Male,All,All,All,All,All
1660,2017,Black,80,24.8,72,27.5,8,13.3,36,4349,51,Queens,Male,All,Black,All,All,All
1661,2017,Latino/Hispanic,158,49.1,132,50.4,26,43.3,57,5719,27,Queens,Male,All,Latino/Hispanic,All,All,All
1662,2017,White,28,8.7,23,8.8,5,8.3,19,2480,25,Queens,Male,All,White,All,All,All
1663,2017,Asian/Pacific Islander,54,16.8,34,13,20,33.3,28,833,3,Queens,Male,All,Asian/Pacific Islander,All,All,All
1664,2017,Native American,0,0,0,0,0,0,0,50,0,Queens,Male,All,Native American,All,All,All
1665,2017,Multiracial,2,0.6,1,0.4,1,1.7,2,35,1,Queens,Male,All,Multiracial,All,All,All
1666,2017,Unknown race,0,0,0,0,0,0,0,29,0,Queens,Male,All,Unknown race,All,All,All
1667,2017,0-12,0,0,0,0,0,0,0,5,0,Queens,Male,All,All,All,0-12,All
1668,2017,13-19,7,2.2,7,2.7,0,0,0,30,0,Queens,Male,All,All,All,13-19,All
1669,2017,20-29,132,41,116,44.3,16,26.7,36,1079,1,Queens,Male,All,All,All,20-29,All
1670,2017,30-39,100,31.1,77,29.4,23,38.3,39,2285,9,Queens,Male,All,All,All,30-39,All
1671,2017,40-49,42,13,33,12.6,9,15,27,2994,9,Queens,Male,All,All,All,40-49,All
1672,2017,50-59,25,7.8,16,6.1,9,15,26,4280,30,Queens,Male,All,All,All,50-59,All
1673,2017,60+,16,5,13,5,3,5,14,2822,58,Queens,Male,All,All,All,60+,All
1674,2017,Male who have sex with men (MSM),257,79.8,207,79,50,83.3,93,7524,31,Queens,Male,All,All,All,All,Male who have sex with men (MSM)
1675,2017,Injection drug use history (IDU),2,0.6,1,0.4,1,1.7,6,1393,29,Queens,Male,All,All,All,All,Injection drug use history (IDU)
1676,2017,MSM-IDU,6,1.9,6,2.3,0,0,3,396,4,Queens,Male,All,All,All,All,MSM-IDU
1677,2017,Heterosexual contact,10,3.1,7,2.7,3,5,8,1118,11,Queens,Male,All,All,All,All,Heterosexual contact
1678,2017,Transgender people with sexual contact,1,0.3,1,0.4,0,0,0,1,0,Queens,Male,All,All,All,All,Transgender people with sexual contact
1679,2017,Perinatal,0,0,0,0,0,0,1,177,1,Queens,Male,All,All,All,All,Perinatal
1680,2017,Other risk,0,0,0,0,0,0,0,21,0,Queens,Male,All,All,All,All,Other risk
1681,2017,Unknown risk,46,14.3,40,15.3,6,10,31,2865,31,Queens,Male,All,All,All,All,Unknown risk
1682,2017,TOTAL,71,100,60,84.5,11,15.5,34,4904,40,Queens,Female,All,All,All,All,All
1683,2017,Black,35,49.3,29,48.3,6,54.5,19,2755,28,Queens,Female,All,Black,All,All,All
1684,2017,Latino/Hispanic,22,31,19,31.7,3,27.3,7,1468,8,Queens,Female,All,Latino/Hispanic,All,All,All
1685,2017,White,3,4.2,3,5,0,0,2,433,3,Queens,Female,All,White,All,All,All
1686,2017,Asian/Pacific Islander,9,12.7,8,13.3,1,9.1,5,205,1,Queens,Female,All,Asian/Pacific Islander,All,All,All
1687,2017,Native American,1,1.4,1,1.7,0,0,0,13,0,Queens,Female,All,Native American,All,All,All
1688,2017,Multiracial,1,1.4,0,0,1,9.1,1,16,0,Queens,Female,All,Multiracial,All,All,All
1689,2017,Unknown race,0,0,0,0,0,0,0,14,0,Queens,Female,All,Unknown race,All,All,All
1690,2017,0-12,0,0,0,0,0,0,0,6,0,Queens,Female,All,All,All,0-12,All
1691,2017,13-19,1,1.4,1,1.7,0,0,0,28,0,Queens,Female,All,All,All,13-19,All
1692,2017,20-29,26,36.6,25,41.7,1,9.1,4,307,1,Queens,Female,All,All,All,20-29,All
1693,2017,30-39,15,21.1,12,20,3,27.3,10,605,1,Queens,Female,All,All,All,30-39,All
